country_x,country_code,year,Health expenditure per capita - Total,country_y,life_expect,maternal_mortality,infant_mortality,neonatal_mortality,under_5_mortality,prev_hiv,inci_tuberc,prev_undernourishment
Peru,PER,2014,648.09,Peru,75.333,65.0,13.5,8.6,17.4,0.3,125.0,5.4
Peru,PER,2015,651.595,Peru,75.621,65.0,13.2,8.4,17.0,0.3,122.0,5.8
Peru,PER,2016,669.629,Peru,75.789,62.0,13.0,8.4,16.7,0.3,120.0,6.4
Peru,PER,2017,677.856,Peru,75.879,61.0,12.8,8.4,16.5,0.4,119.0,6.6
Peru,PER,2018,729.062,Peru,76.009,63.0,12.6,8.4,16.2,0.4,119.0,6.2
Peru,PER,2019,735.181,Peru,76.156,72.0,12.4,8.3,16.0,0.4,119.0,6.5
Peru,PER,2020,817.119,Peru,73.665,69.0,12.2,8.2,15.7,0.4,117.0,6.7
Poland,POL,2001,1080.38,Poland,74.2,7.0,7.6,5.4,8.8,0.1,31.0,2.5
Poland,POL,2002,1169.97,Poland,74.4975609756098,6.0,7.3,5.2,8.4,0.1,30.0,2.5
Poland,POL,2003,1188.796,Poland,74.5975609756098,6.0,7.0,5.0,8.1,0.1,30.0,2.5
Poland,POL,2004,1236.763,Poland,74.8463414634146,5.0,6.8,4.8,7.8,0.1,26.0,2.5
Poland,POL,2005,1270.774,Poland,74.9951219512195,5.0,6.5,4.6,7.6,0.1,25.0,2.5
Poland,POL,2006,1347.596,Poland,75.1439024390244,4.0,6.3,4.4,7.3,0.1,24.0,2.5
Poland,POL,2007,1474.249,Poland,75.2439024390244,4.0,6.0,4.2,7.0,0.1,24.0,2.5
Poland,POL,2008,1658.258,Poland,75.5439024390244,3.0,5.8,4.0,6.7,0.1,22.0,2.5
Poland,POL,2009,1774.053,Poland,75.6951219512195,3.0,5.5,3.8,6.3,0.1,23.0,2.5
Poland,POL,2010,1779.268,Poland,76.2463414634146,3.0,5.1,3.6,6.0,0.1,21.0,2.5
Poland,POL,2011,1791.015,Poland,76.6951219512195,3.0,4.9,3.4,5.7,0.1,24.0,2.5
Poland,POL,2012,1796.318,Poland,76.7463414634146,2.0,4.7,3.2,5.4,0.1,21.0,2.5
Poland,POL,2013,1872.492,Poland,77.0,2.0,4.5,3.1,5.2,0.1,21.0,2.5
Poland,POL,2014,1910.81,Poland,77.6024390243903,2.0,4.3,3.0,5.0,0.1,20.0,2.5
Poland,POL,2015,2051.793,Poland,77.4512195121951,2.0,4.2,2.9,4.9,0.1,19.0,2.5
Poland,POL,2016,2182.693,Poland,77.8512195121951,2.0,4.1,2.8,4.8,0.1,18.0,2.5
Poland,POL,2017,2294.366,Poland,77.7536585365854,2.0,4.0,2.8,4.6,0.1,17.0,2.5
Poland,POL,2018,2319.602,Poland,77.6024390243903,2.0,3.9,2.7,4.5,0.1,16.0,2.5
Poland,POL,2019,2497.099,Poland,77.9048780487805,2.0,3.8,2.7,4.4,0.1,15.0,2.5
Poland,POL,2020,2510.275,Poland,76.5,2.0,3.8,2.7,4.4,0.1,9.5,2.5
Portugal,PRT,2001,2729.399,Portugal,76.8146341463415,9.0,5.1,3.2,6.6,0.5,48.0,2.5
Portugal,PRT,2002,2796.026,Portugal,77.0658536585366,9.0,4.7,3.0,6.0,0.6,48.0,2.5
Portugal,PRT,2003,2864.481,Portugal,77.219512195122,9.0,4.3,2.8,5.5,0.6,44.0,2.5
Portugal,PRT,2004,3031.851,Portugal,77.6707317073171,9.0,3.9,2.6,5.0,0.6,40.0,2.5
Portugal,PRT,2005,3080.373,Portugal,78.0707317073171,9.0,3.7,2.4,4.7,0.6,36.0,2.5
Portugal,PRT,2006,3027.328,Portugal,78.419512195122,9.0,3.4,2.2,4.4,0.6,35.0,2.5
Portugal,PRT,2007,3068.83,Portugal,78.3219512195122,9.0,3.3,2.1,4.2,0.6,32.0,2.5
Portugal,PRT,2008,3157.574,Portugal,78.5243902439025,9.0,3.2,2.1,4.0,0.6,31.0,2.5
Portugal,PRT,2009,3310.82,Portugal,78.7268292682927,10.0,3.1,2.1,3.9,0.6,30.0,2.5
Portugal,PRT,2010,3305.056,Portugal,79.0268292682927,10.0,3.1,2.1,3.8,0.6,28.0,2.5
Portugal,PRT,2011,3114.437,Portugal,80.4707317073171,9.0,3.0,2.1,3.7,0.6,27.0,2.5
Portugal,PRT,2012,2949.018,Portugal,80.3731707317073,10.0,3.0,2.1,3.7,0.6,27.0,2.5
Portugal,PRT,2013,2891.355,Portugal,80.7219512195122,9.0,3.0,2.1,3.7,0.6,26.0,2.5
Portugal,PRT,2014,2916.172,Portugal,81.1219512195122,9.0,3.0,2.1,3.7,0.6,24.0,2.5
Portugal,PRT,2015,3013.065,Portugal,81.1243902439025,10.0,3.0,2.1,3.6,0.6,23.0,2.5
Portugal,PRT,2016,3122.428,Portugal,81.1243902439025,11.0,3.0,2.1,3.6,0.6,20.0,2.5
Portugal,PRT,2017,3198.237,Portugal,81.4243902439025,11.0,2.9,2.0,3.6,0.6,20.0,2.5
Portugal,PRT,2018,3331.54,Portugal,81.3243902439024,11.0,2.9,1.9,3.5,0.6,21.0,2.5
Portugal,PRT,2019,3476.354,Portugal,81.6756097560976,11.0,2.8,1.9,3.5,0.6,19.0,2.5
Portugal,PRT,2020,3554.732,Portugal,80.9756097560976,12.0,2.7,1.8,3.4,0.5,16.0,2.5
Romania,ROU,2003,737.814,Romania,71.309756097561,48.0,17.0,9.4,20.0,0.1,158.0,2.5
Romania,ROU,2004,850.375,Romania,71.5609756097561,46.0,16.4,9.0,19.3,0.1,154.0,2.5
Romania,ROU,2005,938.28,Romania,71.9121951219512,37.0,15.5,8.4,18.1,0.1,142.0,2.5
Romania,ROU,2006,978.88,Romania,72.1634146341463,31.0,14.2,7.7,16.7,0.1,133.0,2.5
Romania,ROU,2007,1132.134,Romania,72.5658536585366,26.0,13.0,6.9,15.2,0.1,124.0,2.5
Romania,ROU,2008,1298.7,Romania,72.5658536585366,23.0,11.9,6.2,13.9,0.1,121.0,2.5
Romania,ROU,2009,1300.981,Romania,73.309756097561,21.0,11.1,5.7,13.0,0.1,115.0,2.5
Romania,ROU,2010,1321.43,Romania,73.4585365853659,22.0,10.5,5.4,12.4,0.1,105.0,2.5
Romania,ROU,2011,1105.984,Romania,74.409756097561,19.0,10.0,5.2,11.8,0.1,97.0,2.5
Romania,ROU,2012,1137.001,Romania,74.4121951219512,18.0,9.5,5.1,11.2,0.1,92.0,2.5
Romania,ROU,2013,1316.667,Romania,75.0634146341463,17.0,8.9,4.9,10.6,0.1,89.0,2.5
Romania,ROU,2014,1328.804,Romania,74.909756097561,15.0,8.3,4.6,9.9,0.1,86.0,2.5
Romania,ROU,2015,1378.537,Romania,74.9121951219512,15.0,7.7,4.3,9.2,0.1,82.0,2.5
Romania,ROU,2016,1462.633,Romania,75.209756097561,16.0,7.1,3.9,8.5,0.1,74.0,2.5
Romania,ROU,2017,1656.273,Romania,75.209756097561,13.0,6.5,3.6,7.9,0.1,72.0,2.5
Romania,ROU,2018,1901.937,Romania,75.3585365853659,11.0,6.0,3.3,7.3,0.1,68.0,2.5
Romania,ROU,2019,2071.542,Romania,75.6073170731707,10.0,5.6,3.2,6.8,0.1,65.0,2.5
Romania,ROU,2020,2218.328,Romania,74.2536585365854,10.0,5.4,3.1,6.5,0.1,43.0,2.5
Slovakia,SVK,2001,1116.222,Slovak Republic,73.4024390243903,9.0,7.8,4.8,9.3,0.1,21.0,6.2
Slovakia,SVK,2002,1215.681,Slovak Republic,73.6048780487805,9.0,7.6,4.5,9.1,0.1,21.0,6.3
Slovakia,SVK,2003,1252.346,Slovak Republic,73.6048780487805,8.0,7.4,4.3,8.8,0.1,21.0,6.1
Slovakia,SVK,2004,1541.205,Slovak Republic,73.9585365853659,8.0,7.2,4.1,8.6,0.1,14.0,5.9
Slovakia,SVK,2005,1663.004,Slovak Republic,73.9048780487805,7.0,6.9,3.9,8.3,0.1,15.0,5.6
Slovakia,SVK,2006,1835.427,Slovak Republic,74.2048780487805,7.0,6.7,3.7,8.0,0.1,14.0,5.7
Slovakia,SVK,2007,2104.513,Slovak Republic,74.2073170731707,7.0,6.4,3.5,7.7,0.1,13.0,5.5
Slovakia,SVK,2008,2117.335,Slovak Republic,74.7048780487805,6.0,6.1,3.4,7.4,0.1,12.0,5.1
Slovakia,SVK,2009,2246.515,Slovak Republic,74.909756097561,5.0,5.9,3.3,7.1,0.1,9.7,4.9
Slovakia,SVK,2010,2298.101,Slovak Republic,75.1121951219512,5.0,5.7,3.3,6.9,0.1,8.7,5.2
Slovakia,SVK,2011,2199.531,Slovak Republic,75.9585365853659,5.0,5.6,3.3,6.7,0.1,8.1,6.1
Slovakia,SVK,2012,2250.106,Slovak Republic,76.109756097561,5.0,5.4,3.2,6.6,0.1,6.8,5.8
Slovakia,SVK,2013,2232.09,Slovak Republic,76.4121951219512,5.0,5.3,3.2,6.4,0.1,8.5,5.6
Slovakia,SVK,2014,2098.889,Slovak Republic,76.8121951219512,5.0,5.3,3.1,6.3,0.1,6.8,5.7
Slovakia,SVK,2015,2161.854,Slovak Republic,76.5634146341463,5.0,5.2,3.0,6.2,0.1,6.5,5.7
Slovakia,SVK,2016,2261.442,Slovak Republic,77.1658536585366,5.0,5.1,3.0,6.1,0.1,6.0,5.3
Slovakia,SVK,2017,2248.709,Slovak Republic,77.1658536585366,5.0,5.0,3.0,6.0,0.1,4.8,4.1
Slovakia,SVK,2018,2306.896,Slovak Republic,77.2658536585366,5.0,5.0,3.0,6.0,0.1,5.8,3.3
Slovakia,SVK,2019,2458.131,Slovak Republic,77.6658536585366,5.0,4.9,3.0,5.9,0.1,4.5,2.8
Slovakia,SVK,2020,2448.986,Slovak Republic,76.8658536585366,5.0,4.9,3.0,5.9,0.1,3.2,2.8
Slovenia,SVN,2001,2285.835,Slovenia,75.7585365853659,9.0,4.3,3.1,5.2,0.1,21.0,2.5
Slovenia,SVN,2002,2410.677,Slovenia,76.0073170731707,8.0,4.1,2.9,4.9,0.1,20.0,2.5
Slovenia,SVN,2003,2506.477,Slovenia,76.8585365853659,9.0,3.9,2.8,4.7,0.1,16.0,2.5
Slovenia,SVN,2004,2563.328,Slovenia,77.2073170731707,10.0,3.7,2.6,4.4,0.1,14.0,2.5
Slovenia,SVN,2005,2654.465,Slovenia,77.6121951219512,9.0,3.5,2.4,4.2,0.1,15.0,2.5
Slovenia,SVN,2006,2728.433,Slovenia,78.0865853658537,8.0,3.3,2.3,4.0,0.1,12.0,2.5
Slovenia,SVN,2007,2795.158,Slovenia,78.5609756097561,7.0,3.1,2.1,3.8,0.1,12.0,2.5
Slovenia,SVN,2008,2977.934,Slovenia,78.7658536585366,6.0,2.9,2.0,3.6,0.1,12.0,2.5
Slovenia,SVN,2009,3051.665,Slovenia,78.9707317073171,7.0,2.8,1.9,3.4,0.1,11.0,2.5
Slovenia,SVN,2010,2992.742,Slovenia,79.4219512195122,6.0,2.6,1.8,3.2,0.1,9.5,2.5
Slovenia,SVN,2011,2974.925,Slovenia,79.9707317073171,6.0,2.5,1.7,3.1,0.1,10.0,2.5
Slovenia,SVN,2012,2922.1,Slovenia,80.1243902439024,6.0,2.4,1.7,2.9,0.1,7.5,2.5
Slovenia,SVN,2013,2915.911,Slovenia,80.3219512195122,5.0,2.3,1.6,2.8,0.1,7.8,2.5
Slovenia,SVN,2014,2929.327,Slovenia,81.0780487804878,5.0,2.2,1.5,2.7,0.1,7.9,2.5
Slovenia,SVN,2015,3043.31,Slovenia,80.7756097560976,5.0,2.1,1.5,2.6,0.1,7.2,2.5
Slovenia,SVN,2016,3147.847,Slovenia,81.1756097560976,5.0,2.1,1.4,2.6,0.1,6.6,2.5
Slovenia,SVN,2017,3175.68,Slovenia,81.0292682926829,4.0,2.0,1.4,2.5,0.1,6.2,2.5
Slovenia,SVN,2018,3343.208,Slovenia,81.3780487804878,4.0,2.0,1.4,2.4,0.1,5.4,2.5
Slovenia,SVN,2019,3541.763,Slovenia,81.5292682926829,3.0,2.0,1.4,2.4,0.1,5.4,2.5
Slovenia,SVN,2020,3756.19,Slovenia,80.5317073170732,5.0,1.9,1.4,2.4,0.1,4.1,2.5
South Africa,ZAF,2001,714.535,South Africa,57.261,168.0,49.4,16.9,73.2,13.8,867.0,3.7
South Africa,ZAF,2002,734.062,South Africa,55.666,193.0,49.8,16.3,75.1,14.5,971.0,3.6
South Africa,ZAF,2003,801.706,South Africa,54.331,205.0,49.7,15.7,76.3,15.0,1070.0,3.6
South Africa,ZAF,2004,808.88,South Africa,54.043,232.0,49.6,15.1,77.5,15.5,1150.0,3.4
South Africa,ZAF,2005,835.105,South Africa,53.98,221.0,49.9,14.6,79.0,15.8,1210.0,3.4
South Africa,ZAF,2006,903.852,South Africa,54.278,208.0,49.1,14.1,78.7,16.2,1250.0,3.5
South Africa,ZAF,2007,955.044,South Africa,54.992,218.0,47.5,13.6,74.5,16.5,1270.0,3.6
South Africa,ZAF,2008,991.138,South Africa,56.022,216.0,44.0,13.1,67.9,16.8,1270.0,3.6
South Africa,ZAF,2009,1034.365,South Africa,57.447,225.0,40.0,12.6,60.0,17.2,1260.0,4.1
South Africa,ZAF,2010,1081.68,South Africa,58.899,219.0,35.7,12.1,51.6,17.5,1230.0,4.6
South Africa,ZAF,2011,1118.901,South Africa,60.651,194.0,33.4,11.7,45.5,17.8,1200.0,5.1
South Africa,ZAF,2012,1121.42,South Africa,61.846,164.0,32.0,11.3,41.7,18.1,1160.0,5.2
South Africa,ZAF,2013,1141.445,South Africa,62.533,151.0,31.1,11.1,39.8,18.3,1110.0,5.5
South Africa,ZAF,2014,1102.436,South Africa,63.38,141.0,30.4,11.0,38.6,18.6,1070.0,6.3
South Africa,ZAF,2015,1130.782,South Africa,63.95,141.0,29.8,11.0,37.8,18.7,988.0,6.5
South Africa,ZAF,2016,1130.073,South Africa,64.747,127.0,29.4,11.1,37.2,18.8,805.0,6.3
South Africa,ZAF,2017,1120.011,South Africa,65.402,133.0,28.9,11.2,36.6,18.8,738.0,5.7
South Africa,ZAF,2018,1134.349,South Africa,65.674,125.0,28.5,11.2,36.1,18.8,677.0,5.7
South Africa,ZAF,2019,1151.845,South Africa,66.175,118.0,28.2,11.2,35.6,18.7,615.0,6.2
South Africa,ZAF,2020,1192.889,South Africa,65.252,127.0,28.1,11.2,35.3,18.5,562.0,6.9
Spain,ESP,2001,2515.454,Spain,79.3682926829268,5.0,4.2,2.7,5.3,0.4,19.0,2.5
Spain,ESP,2002,2591.128,Spain,79.5682926829268,5.0,4.1,2.7,5.1,0.4,20.0,2.5
Spain,ESP,2003,2946.589,Spain,79.619512195122,5.0,4.1,2.6,5.0,0.4,27.0,2.5
Spain,ESP,2004,3035.074,Spain,79.8707317073171,5.0,3.9,2.5,4.9,0.4,16.0,2.5
Spain,ESP,2005,3152.315,Spain,80.1707317073171,4.0,3.8,2.4,4.7,0.4,19.0,2.5
Spain,ESP,2006,3278.309,Spain,80.8219512195122,4.0,3.7,2.3,4.5,0.3,20.0,2.5
Spain,ESP,2007,3374.257,Spain,80.8731707317073,4.0,3.6,2.2,4.4,0.3,19.0,2.5
Spain,ESP,2008,3498.843,Spain,81.1756097560976,4.0,3.4,2.2,4.2,0.3,19.0,2.5
Spain,ESP,2009,3649.727,Spain,81.4756097560976,4.0,3.3,2.1,4.0,0.3,18.0,2.5
Spain,ESP,2010,3598.611,Spain,81.6268292682927,4.0,3.2,2.1,3.8,0.3,17.0,2.5
Spain,ESP,2011,3516.177,Spain,82.4756097560976,4.0,3.0,2.1,3.7,0.3,16.0,2.5
Spain,ESP,2012,3364.255,Spain,82.4268292682927,4.0,2.9,2.1,3.6,0.3,14.0,2.5
Spain,ESP,2013,3281.297,Spain,83.0780487804878,4.0,2.9,2.0,3.5,0.3,13.0,2.5
Spain,ESP,2014,3333.149,Spain,83.2292682926829,4.0,2.8,2.0,3.4,0.3,12.0,2.5
Spain,ESP,2015,3494.067,Spain,82.8317073170732,4.0,2.8,1.9,3.3,0.3,9.9,2.5
Spain,ESP,2016,3535.115,Spain,83.3292682926829,4.0,2.7,1.9,3.3,0.3,12.0,2.5
Spain,ESP,2017,3626.325,Spain,83.2829268292683,4.0,2.7,1.9,3.2,0.3,11.0,2.5
Spain,ESP,2018,3708.217,Spain,83.4317073170732,4.0,2.7,1.9,3.2,0.3,11.0,2.5
Spain,ESP,2019,3818.956,Spain,83.8317073170732,3.0,2.7,1.8,3.2,0.3,9.9,2.5
Spain,ESP,2020,3996.229,Spain,82.3317073170732,3.0,2.6,1.8,3.1,0.3,7.1,2.5
Switzerland,CHE,2001,5289.729,Switzerland,80.1804878048781,9.0,4.6,3.4,5.5,0.2,8.7,2.5
Switzerland,CHE,2002,5483.257,Switzerland,80.3853658536585,9.0,4.5,3.4,5.4,0.2,9.4,2.5
Switzerland,CHE,2003,5584.412,Switzerland,80.5365853658537,9.0,4.5,3.4,5.3,0.2,9.0,2.5
Switzerland,CHE,2004,5736.163,Switzerland,81.0878048780488,9.0,4.4,3.3,5.2,0.2,8.6,2.5
Switzerland,CHE,2005,5757.593,Switzerland,81.2365853658537,9.0,4.3,3.3,5.1,0.2,8.0,2.5
Switzerland,CHE,2006,5712.581,Switzerland,81.490243902439,9.0,4.2,3.2,4.9,0.2,7.3,2.5
Switzerland,CHE,2007,5829.825,Switzerland,81.7414634146342,8.0,4.1,3.2,4.8,0.2,6.4,2.5
Switzerland,CHE,2008,5961.096,Switzerland,81.9926829268293,8.0,4.0,3.2,4.7,0.2,7.0,2.5
Switzerland,CHE,2009,6167.952,Switzerland,82.0439024390244,8.0,4.0,3.2,4.6,0.2,7.5,2.5
Switzerland,CHE,2010,6205.299,Switzerland,82.2463414634147,8.0,3.9,3.1,4.6,0.2,7.5,2.5
Switzerland,CHE,2011,6333.592,Switzerland,82.6951219512195,8.0,3.9,3.1,4.5,0.2,7.6,2.5
Switzerland,CHE,2012,6529.191,Switzerland,82.6975609756098,7.0,3.8,3.1,4.4,0.2,6.0,2.5
Switzerland,CHE,2013,6749.37,Switzerland,82.7975609756098,7.0,3.8,3.0,4.4,0.2,6.6,2.5
Switzerland,CHE,2014,6844.79,Switzerland,83.1975609756098,7.0,3.7,3.0,4.3,0.2,5.9,2.5
Switzerland,CHE,2015,7070.32,Switzerland,82.8975609756098,6.0,3.7,3.0,4.3,0.2,7.4,2.5
Switzerland,CHE,2016,7244.331,Switzerland,83.6024390243903,8.0,3.7,2.9,4.2,0.2,7.9,2.5
Switzerland,CHE,2017,7305.39,Switzerland,83.5512195121951,6.0,3.6,2.9,4.1,0.2,7.2,2.5
Switzerland,CHE,2018,7288.907,Switzerland,83.7536585365854,7.0,3.6,2.8,4.1,0.2,6.4,2.5
Switzerland,CHE,2019,7479.161,Switzerland,83.9048780487805,7.0,3.5,2.8,4.0,0.2,5.4,2.5
Switzerland,CHE,2020,7621.094,Switzerland,83.0,7.0,3.5,2.8,4.0,0.2,4.7,2.5
United States,USA,2010,9156.877,United States,78.5414634146342,14.0,6.2,4.1,7.3,0.4,4.1,2.5
United States,USA,2011,9155.475,United States,78.6414634146341,15.0,6.1,4.1,7.2,0.4,3.9,2.5
United States,USA,2012,9288.591,United States,78.7414634146342,16.0,6.0,4.1,7.1,0.4,3.6,2.5
United States,USA,2013,9339.713,United States,78.7414634146342,16.0,5.9,4.0,7.0,0.4,3.3,2.5
United States,USA,2014,9643.881,United States,78.8414634146341,17.0,5.9,4.0,6.9,0.4,3.2,2.5
United States,USA,2015,10091.061,United States,78.690243902439,17.0,5.8,3.9,6.8,0.4,3.2,2.5
United States,USA,2016,10384.558,United States,78.5390243902439,18.0,5.7,3.8,6.7,0.4,3.1,2.5
United States,USA,2017,10537.306,United States,78.5390243902439,19.0,5.6,3.8,6.6,0.4,3.0,2.5
United States,USA,2018,10720.674,United States,78.6390243902439,19.0,5.6,3.8,6.5,0.4,2.9,2.5
United States,USA,2019,10995.237,United States,78.7878048780488,20.0,5.5,3.7,6.5,0.4,2.9,2.5
United States,USA,2020,11926.393,United States,76.9804878048781,21.0,5.5,3.6,6.4,0.4,2.3,2.5
